matchday,penalty_taker,penalty_taker_position,penalty_taker_club,goalkeeper,score_before_penalty,minute,home_team,away_team,final_score,season,scored
2,Admir Mehmedi,Hängende Spitze,SC Freiburg,Yann Sommer,0:0,63',SC Freiburg,Borussia Mönchengladbach,0:0 ,2014/2015,0
4,Ciro Immobile,Mittelstürmer,Borussia Dortmund,Loris Karius,1:0,70',1.FSV Mainz 05,Borussia Dortmund,2:0 ,2014/2015,0
9,Sebastian Rudy,Defensives Mittelfeld,TSG 1899 Hoffenheim,Lukas Kruse,0:0,5',TSG 1899 Hoffenheim,SC Paderborn 07,1:0 ,2014/2015,0
10,Franco Di Santo,Mittelstürmer,SV Werder Bremen,Loris Karius,1:0,44',1.FSV Mainz 05,SV Werder Bremen,1:2 ,2014/2015,0
15,Vladimir Darida,Zentrales Mittelfeld,SC Freiburg,Jaroslav Drobny,0:0,3',SC Freiburg,Hamburger SV,0:0 ,2014/2015,0
15,Ivan Perisic,Linksaußen,VfL Wolfsburg,Lukas Kruse,1:0,30',VfL Wolfsburg,SC Paderborn 07,1:1 ,2014/2015,0
1,Alexander Meier,Hängende Spitze,Eintracht Frankfurt,Ralf Fährmann,1:0,68',Eintracht Frankfurt,FC Schalke 04,1:0 ,2016/2017,0
19,Eric Maxim Choupo-Moting,Mittelstürmer,FC Schalke 04,Manuel Neuer,0:0,18',FC Bayern München,FC Schalke 04,1:1 ,2014/2015,0
20,Joselu,Mittelstürmer,Hannover 96,Jaroslav Drobny,0:0,23',Hamburger SV,Hannover 96,2:1 ,2014/2015,0
23,Alexander Meier,Hängende Spitze,Eintracht Frankfurt,Jaroslav Drobny,2:1,90',Eintracht Frankfurt,Hamburger SV,2:1 ,2014/2015,0
24,Tobias Werner,Linksaußen,FC Augsburg,Diego Benaglio,0:0,63',FC Augsburg,VfL Wolfsburg,1:0 ,2014/2015,0
3,Chicharito,Mittelstürmer,Bayer 04 Leverkusen,Lukas Hradecky,2:1,88',Eintracht Frankfurt,Bayer 04 Leverkusen,2:1 ,2016/2017,0
4,Charles Aránguiz,Zentrales Mittelfeld,Bayer 04 Leverkusen,Marwin Hitz,0:0,72',Bayer 04 Leverkusen,FC Augsburg,0:0 ,2016/2017,0
7,Emil Forsberg,Linksaußen,RasenBallsport Leipzig,Koen Casteels,0:0,18',VfL Wolfsburg,RasenBallsport Leipzig,0:1 ,2016/2017,0
7,André Hahn,Rechtsaußen,Borussia Mönchengladbach,René Adler,0:0,26',Borussia Mönchengladbach,Hamburger SV,0:0 ,2016/2017,0
7,Antonio Colak,Mittelstürmer,SV Darmstadt 98,Jonas Lössl,1:0,45',1.FSV Mainz 05,SV Darmstadt 98,2:1 ,2016/2017,0
1,Mevlüt Erdinc,Mittelstürmer,Hannover 96,Christian Mathenia,2:1,59',SV Darmstadt 98,Hannover 96,2:2 ,2015/2016,0
7,Wout Weghorst,Mittelstürmer,VfL Wolfsburg,Oliver Baumann,2:0,84',VfL Wolfsburg,TSG 1899 Hoffenheim,2:1 ,2020/2021,0
7,Lars Stindl,Hängende Spitze,Borussia Mönchengladbach,René Adler,0:0,61',Borussia Mönchengladbach,Hamburger SV,0:0 ,2016/2017,0
7,Pierre-Emerick Aubameyang,Mittelstürmer,Borussia Dortmund,Rune Jarstein,0:1,77',Borussia Dortmund,Hertha BSC,1:1 ,2016/2017,0
9,Anthony Modeste,Mittelstürmer,1.FC Köln,René Adler,0:0,41',1.FC Köln,Hamburger SV,3:0 ,2016/2017,0
11,Hakan Calhanoglu,Offensives Mittelfeld,Bayer 04 Leverkusen,Péter Gulácsi,2:1,54',Bayer 04 Leverkusen,RasenBallsport Leipzig,2:3 ,2016/2017,0
4,Davy Klaassen,Zentrales Mittelfeld,SV Werder Bremen,Rafal Gikiewicz,1:1,55',1.FC Union Berlin,SV Werder Bremen,1:2 ,2019/2020,0
2,Eugen Polanski,Defensives Mittelfeld,TSG 1899 Hoffenheim,Manuel Neuer,1:1,74',TSG 1899 Hoffenheim,FC Bayern München,1:2 ,2015/2016,0
3,Felix Kroos,Zentrales Mittelfeld,SV Werder Bremen,Yann Sommer,2:1,88',SV Werder Bremen,Borussia Mönchengladbach,2:1 ,2015/2016,0
4,Klaas-Jan Huntelaar,Mittelstürmer,FC Schalke 04,Loris Karius,0:0,4',FC Schalke 04,1.FSV Mainz 05,2:1 ,2015/2016,0
7,Thomas Müller,Hängende Spitze,FC Bayern München,Loris Karius,0:0,21',1.FSV Mainz 05,FC Bayern München,0:3 ,2015/2016,0
8,Hakan Calhanoglu,Offensives Mittelfeld,Bayer 04 Leverkusen,Marwin Hitz,1:1,71',Bayer 04 Leverkusen,FC Augsburg,1:1 ,2015/2016,0
1,Thorgan Hazard,Linksaußen,Borussia Mönchengladbach,Ramazan Özcan,0:0,38',Borussia Mönchengladbach,Bayer 04 Leverkusen,2:0 ,2018/2019,0
7,Munas Dabbur,Mittelstürmer,TSG 1899 Hoffenheim,Koen Casteels,2:1,90',VfL Wolfsburg,TSG 1899 Hoffenheim,2:1 ,2020/2021,0
8,Max Kruse,Hängende Spitze,1.FC Union Berlin,Timo Horn,1:2,72',1.FC Köln,1.FC Union Berlin,1:2 ,2020/2021,0
9,Alexander Sörloth,Mittelstürmer,RasenBallsport Leipzig,Stefan Ortega,2:0,73',RasenBallsport Leipzig,Arminia Bielefeld,2:1 ,2020/2021,0
10,Steven Skrzybski,Rechtsaußen,FC Schalke 04,Lukas Hradecky,0:2,72',FC Schalke 04,Bayer 04 Leverkusen,0:3 ,2020/2021,0
12,Marco Reus,Offensives Mittelfeld,Borussia Dortmund,Jiri Pavlenka,1:1,77',SV Werder Bremen,Borussia Dortmund,1:2 ,2020/2021,0
6,Lucas Höler,Mittelstürmer,SC Freiburg,Zack Steffen,1:1,64',Fortuna Düsseldorf,SC Freiburg,1:2 ,2019/2020,0
7,Jamilu Collins,Linker Verteidiger,SC Paderborn 07,Robin Zentner,1:2,79',SC Paderborn 07,1.FSV Mainz 05,1:2 ,2019/2020,0
9,Sebastian Andersson,Mittelstürmer,1.FC Union Berlin,Manuel Neuer,2:0,58',FC Bayern München,1.FC Union Berlin,2:1 ,2019/2020,0
11,Davy Klaassen,Zentrales Mittelfeld,SV Werder Bremen,Yann Sommer,2:0,53',Borussia Mönchengladbach,SV Werder Bremen,3:1 ,2019/2020,0
13,André Hahn,Rechtsaußen,FC Augsburg,Timo Horn,0:0,9',1.FC Köln,FC Augsburg,1:1 ,2019/2020,0
8,Sandro Wagner,Mittelstürmer,SV Darmstadt 98,Loris Karius,2:3,90',SV Darmstadt 98,1.FSV Mainz 05,2:3 ,2015/2016,0
9,Mathew Leckie,Rechtsaußen,FC Ingolstadt 04,Przemyslaw Tyton,0:0,5',VfB Stuttgart,FC Ingolstadt 04,1:0 ,2015/2016,0
9,Marco Reus,Offensives Mittelfeld,Borussia Dortmund,Loris Karius,0:1,47',1.FSV Mainz 05,Borussia Dortmund,0:2 ,2015/2016,0
10,Lars Stindl,Hängende Spitze,Borussia Mönchengladbach,Ralf Fährmann,0:0,31',Borussia Mönchengladbach,FC Schalke 04,3:1 ,2015/2016,0
1,Mikael Ishak,Mittelstürmer,1.FC Nürnberg,Rune Jarstein,1:0,85',Hertha BSC,1.FC Nürnberg,1:0 ,2018/2019,0
2,Daniel Caligiuri,Rechtsaußen,FC Schalke 04,Rune Jarstein,0:0,13',FC Schalke 04,Hertha BSC,0:2 ,2018/2019,0
4,Nils Petersen,Mittelstürmer,SC Freiburg,Koen Casteels,0:1,21',VfL Wolfsburg,SC Freiburg,1:3 ,2018/2019,0
7,Timo Werner,Mittelstürmer,RasenBallsport Leipzig,Fabian Bredlow,6:0,63',RasenBallsport Leipzig,1.FC Nürnberg,6:0 ,2018/2019,0
8,Wendell,Linker Verteidiger,Bayer 04 Leverkusen,Michael Esser,0:0,7',Bayer 04 Leverkusen,Hannover 96,2:2 ,2018/2019,0
14,Emil Forsberg,Linksaußen,RasenBallsport Leipzig,Gregor Kobel,0:0,22',VfB Stuttgart,RasenBallsport Leipzig,0:1 ,2020/2021,0
16,Marco Reus,Offensives Mittelfeld,Borussia Dortmund,Robin Zentner,1:1,76',Borussia Dortmund,1.FSV Mainz 05,1:1 ,2020/2021,0
17,Krzysztof Piatek,Mittelstürmer,Hertha BSC,Oliver Baumann,0:0,12',Hertha BSC,TSG 1899 Hoffenheim,0:3 ,2020/2021,0
17,Alfred Finnbogason,Mittelstürmer,FC Augsburg,Manuel Neuer,0:1,76',FC Augsburg,FC Bayern München,0:1 ,2020/2021,0
13,Breel Embolo,Mittelstürmer,Borussia Mönchengladbach,Mark Flekken,2:1,49',Borussia Mönchengladbach,SC Freiburg,4:2 ,2019/2020,0
23,Alassane Plea,Mittelstürmer,Borussia Mönchengladbach,Oliver Baumann,1:0,75',Borussia Mönchengladbach,TSG 1899 Hoffenheim,1:1 ,2019/2020,0
27,Mark Uth,Hängende Spitze,1.FC Köln,Florian Kastenmeier,0:1,59',1.FC Köln,Fortuna Düsseldorf,2:2 ,2019/2020,0
28,Mark Uth,Hängende Spitze,1.FC Köln,Oliver Baumann,3:1,77',TSG 1899 Hoffenheim,1.FC Köln,3:1 ,2019/2020,0
2,Simon Terodde,Mittelstürmer,VfB Stuttgart,René Adler,1:0,80',VfB Stuttgart,1.FSV Mainz 05,1:0 ,2017/2018,0
16,Thorgan Hazard,Linksaußen,Borussia Mönchengladbach,Fabian Bredlow,0:0,45',Borussia Mönchengladbach,1.FC Nürnberg,2:0 ,2018/2019,0
19,Jonas Hofmann,Rechtsaußen,Borussia Mönchengladbach,Gregor Kobel,0:0,44',Borussia Mönchengladbach,FC Augsburg,2:0 ,2018/2019,0
19,Robert Lewandowski,Mittelstürmer,FC Bayern München,Ron-Robert Zieler,2:1,65',FC Bayern München,VfB Stuttgart,4:1 ,2018/2019,0
24,Hanno Behrens,Zentrales Mittelfeld,1.FC Nürnberg,Péter Gulácsi,0:0,10',1.FC Nürnberg,RasenBallsport Leipzig,0:1 ,2018/2019,0
1,Jonathan Schmid,Rechter Verteidiger,SC Freiburg,Bernd Leno,3:1,67',Bayer 04 Leverkusen,SC Freiburg,3:1 ,2013/2014,0
5,Florian Niederlechner,Mittelstürmer,SC Freiburg,Philipp Tschauner,0:0,54',SC Freiburg,Hannover 96,1:1 ,2017/2018,0
7,Pierre-Emerick Aubameyang,Mittelstürmer,Borussia Dortmund,Marwin Hitz,1:2,79',FC Augsburg,Borussia Dortmund,1:2 ,2017/2018,0
9,Maximilian Arnold,Zentrales Mittelfeld,VfL Wolfsburg,Oliver Baumann,0:0,11',VfL Wolfsburg,TSG 1899 Hoffenheim,1:1 ,2017/2018,0
9,Salomon Kalou,Linksaußen,Hertha BSC,Alexander Schwolow,1:0,77',SC Freiburg,Hertha BSC,1:1 ,2017/2018,0
10,Mario Gómez,Mittelstürmer,VfL Wolfsburg,Ralf Fährmann,1:0,60',FC Schalke 04,VfL Wolfsburg,1:1 ,2017/2018,0
1,Thomas Müller,Hängende Spitze,FC Bayern München,Marc-André ter Stegen,2:1,68',FC Bayern München,Borussia Mönchengladbach,3:1 ,2013/2014,0
3,David Alaba,Innenverteidiger,FC Bayern München,Raphael Schäfer,0:0,33',FC Bayern München,1.FC Nürnberg,2:0 ,2013/2014,0
5,Aaron Hunt,Offensives Mittelfeld,SV Werder Bremen,Kevin Trapp,0:2,58',SV Werder Bremen,Eintracht Frankfurt,0:3 ,2013/2014,0
6,Vedad Ibisevic,Mittelstürmer,VfB Stuttgart,Kevin Trapp,1:1,90',VfB Stuttgart,Eintracht Frankfurt,1:1 ,2013/2014,0
9,Roberto Firmino,Mittelstürmer,TSG 1899 Hoffenheim,Bernd Leno,0:2,83',TSG 1899 Hoffenheim,Bayer 04 Leverkusen,1:2 ,2013/2014,0
11,Mario Gómez,Mittelstürmer,VfL Wolfsburg,Rune Jarstein,0:1,21',VfL Wolfsburg,Hertha BSC,3:3 ,2017/2018,0
12,André Schürrle,Linksaußen,Borussia Dortmund,Ron-Robert Zieler,1:0,45',VfB Stuttgart,Borussia Dortmund,2:1 ,2017/2018,0
14,Niclas Füllkrug,Mittelstürmer,Hannover 96,Sven Ulreich,1:0,28',FC Bayern München,Hannover 96,3:1 ,2017/2018,0
17,Chadrac Akolo,Rechtsaußen,VfB Stuttgart,Sven Ulreich,0:1,90',VfB Stuttgart,FC Bayern München,0:1 ,2017/2018,0
10,Kevin-Prince Boateng,Offensives Mittelfeld,FC Schalke 04,Roman Weidenfeller,0:1,30',FC Schalke 04,Borussia Dortmund,1:3 ,2013/2014,0
16,Joselu,Mittelstürmer,Eintracht Frankfurt,Bernd Leno,0:1,90',Bayer 04 Leverkusen,Eintracht Frankfurt,0:1 ,2013/2014,0
20,Adrián Ramos,Mittelstürmer,Hertha BSC,René Adler,0:0,15',Hamburger SV,Hertha BSC,0:3 ,2013/2014,0
22,Domi Kumbela,Mittelstürmer,Eintracht Braunschweig,Raphael Schäfer,0:1,41',1.FC Nürnberg,Eintracht Braunschweig,2:1 ,2013/2014,0
3,Sascha Mölders,Mittelstürmer,FC Augsburg,Tom Starke,0:1,59',FC Augsburg,TSG 1899 Hoffenheim,0:2 ,2011/2012,0
4,Mario Gómez,Mittelstürmer,FC Bayern München,Kevin Trapp,0:1,55',1.FC Kaiserslautern,FC Bayern München,0:3 ,2011/2012,0
8,Gibril Sankoh,Innenverteidiger,FC Augsburg,Roman Weidenfeller,2:0,48',Borussia Dortmund,FC Augsburg,4:0 ,2011/2012,0
9,Papiss Demba Cissé,Mittelstürmer,SC Freiburg,Jaroslav Drobny,1:2,81',SC Freiburg,Hamburger SV,1:2 ,2011/2012,0
10,Christian Tiffert,Defensives Mittelfeld,1.FC Kaiserslautern,Oliver Baumann,1:0,77',1.FC Kaiserslautern,SC Freiburg,1:0 ,2011/2012,0
14,Levan Kobiashvili,Linkes Mittelfeld,Hertha BSC,Bernd Leno,0:0,5',Hertha BSC,Bayer 04 Leverkusen,3:3 ,2011/2012,0
22,Klaas-Jan Huntelaar,Mittelstürmer,FC Schalke 04,Diego Benaglio,2:0,36',FC Schalke 04,VfL Wolfsburg,4:0 ,2011/2012,0
30,Arjen Robben,Rechtsaußen,FC Bayern München,Roman Weidenfeller,1:0,86',Borussia Dortmund,FC Bayern München,1:0 ,2011/2012,0
31,Simon Rolfes,Defensives Mittelfeld,Bayer 04 Leverkusen,Thomas Kraft,2:1,66',Bayer 04 Leverkusen,Hertha BSC,3:3 ,2011/2012,0
32,Sejad Salihovic,Zentrales Mittelfeld,TSG 1899 Hoffenheim,Bernd Leno,0:1,86',TSG 1899 Hoffenheim,Bayer 04 Leverkusen,0:1 ,2011/2012,0
9,Marcelinho Paraíba,Offensives Mittelfeld,VfL Wolfsburg,Stefan Wächter,0:0,40',VfL Wolfsburg,FC Hansa Rostock,1:0 ,2007/2008,0
9,Marko Pantelic,Mittelstürmer,Hertha BSC,Tomislav Piplica,0:0,90',Hertha BSC,FC Energie Cottbus,0:0 ,2007/2008,0
12,Edmond Kapllani,Mittelstürmer,Karlsruher SC,Tom Starke,1:0,87',Karlsruher SC,MSV Duisburg,1:0 ,2007/2008,0
19,Luca Toni,Mittelstürmer,FC Bayern München,Tim Wiese,0:1,30',FC Bayern München,SV Werder Bremen,1:1 ,2007/2008,0
22,Artur Wichniarek,Mittelstürmer,Arminia Bielefeld,Stefan Wächter,0:0,17',FC Hansa Rostock,Arminia Bielefeld,1:1 ,2007/2008,0
23,Zvjezdan Misimovic,Offensives Mittelfeld,1.FC Nürnberg,Frank Rost,0:0,43',1.FC Nürnberg,Hamburger SV,0:0 ,2007/2008,0
1,Cacau,Mittelstürmer,VfB Stuttgart,Christian Wetklo,0:0,19',1.FSV Mainz 05,VfB Stuttgart,2:0 ,2010/2011,0
24,Franck Ribéry,Linksaußen,FC Bayern München,Gerhard Tremmel,1:0,28',FC Energie Cottbus,FC Bayern München,2:0 ,2007/2008,0
29,Ivica Olic,Mittelstürmer,Hamburger SV,Jaroslav Drobny,0:0,75',Hertha BSC,Hamburger SV,0:0 ,2007/2008,0
29,Naldo,Innenverteidiger,SV Werder Bremen,Stefan Wächter,1:1,81',FC Hansa Rostock,SV Werder Bremen,1:2 ,2007/2008,0
29,Andre Mijatovic,Innenverteidiger,Arminia Bielefeld,René Adler,1:0,86',Arminia Bielefeld,Bayer 04 Leverkusen,1:0 ,2007/2008,0
8,Srdjan Lakic,Mittelstürmer,1.FC Kaiserslautern,Oka Nikolov,0:0,26',1.FC Kaiserslautern,Eintracht Frankfurt,0:3 ,2010/2011,0
9,Nuri Sahin,Defensives Mittelfeld,Borussia Dortmund,Tom Starke,0:1,15',Borussia Dortmund,TSG 1899 Hoffenheim,1:1 ,2010/2011,0
10,Eugen Polanski,Defensives Mittelfeld,1.FSV Mainz 05,Roman Weidenfeller,0:1,48',1.FSV Mainz 05,Borussia Dortmund,0:2 ,2010/2011,0
11,Torsten Frings,Defensives Mittelfeld,SV Werder Bremen,Sven Ulreich,1:0,24',VfB Stuttgart,SV Werder Bremen,6:0 ,2010/2011,0
11,Bastian Schweinsteiger,Zentrales Mittelfeld,FC Bayern München,Christofer Heimeroth,1:2,43',Borussia Mönchengladbach,FC Bayern München,3:3 ,2010/2011,0
1,Tranquillo Barnetta,Offensives Mittelfeld,Bayer 04 Leverkusen,Heinz Müller,1:0,17',1.FSV Mainz 05,Bayer 04 Leverkusen,2:2 ,2009/2010,0
11,Cacau,Mittelstürmer,VfB Stuttgart,Tim Wiese,3:0,61',VfB Stuttgart,SV Werder Bremen,6:0 ,2010/2011,0
11,Nuri Sahin,Defensives Mittelfeld,Borussia Dortmund,Florian Fromlowitz,0:2,78',Hannover 96,Borussia Dortmund,0:4 ,2010/2011,0
12,Mario Gómez,Mittelstürmer,FC Bayern München,Raphael Schäfer,3:0,87',FC Bayern München,1.FC Nürnberg,3:0 ,2010/2011,0
13,Andreas Wolf,Innenverteidiger,1.FC Nürnberg,Tobias Sippel,1:3,83',1.FC Nürnberg,1.FC Kaiserslautern,1:3 ,2010/2011,0
2,Roda Antar,Defensives Mittelfeld,1.FC Köln,Oka Nikolov,1:0,38',1.FC Köln,Eintracht Frankfurt,1:1 ,2008/2009,0
3,Jiri Stajner,Hängende Spitze,Hannover 96,Raphael Schäfer,0:1,54',1.FC Nürnberg,Hannover 96,0:2 ,2009/2010,0
3,Mesut Özil,Offensives Mittelfeld,SV Werder Bremen,Christofer Heimeroth,2:0,56',SV Werder Bremen,Borussia Mönchengladbach,3:0 ,2009/2010,0
9,Carlos Eduardo,Offensives Mittelfeld,TSG 1899 Hoffenheim,Tim Wiese,0:0,14',SV Werder Bremen,TSG 1899 Hoffenheim,2:0 ,2009/2010,0
18,Cícero,Zentrales Mittelfeld,Hertha BSC,Florian Fromlowitz,0:3,84',Hannover 96,Hertha BSC,0:3 ,2009/2010,0
19,Juan Arango,Linkes Mittelfeld,Borussia Mönchengladbach,Jaroslav Drobny,0:0,42',Hertha BSC,Borussia Mönchengladbach,0:0 ,2009/2010,0
1,Tim Borowski,Zentrales Mittelfeld,SV Werder Bremen,Robert Enke,1:1,43',Hannover 96,SV Werder Bremen,2:4 ,2006/2007,0
4,Szabolcs Huszti,Zentrales Mittelfeld,Hannover 96,Christofer Heimeroth,0:0,28',Hannover 96,Borussia Mönchengladbach,5:1 ,2008/2009,0
4,Marko Pantelic,Mittelstürmer,Hertha BSC,Diego Benaglio,1:1,64',Hertha BSC,VfL Wolfsburg,2:2 ,2008/2009,0
7,Rafinha,Rechter Verteidiger,FC Schalke 04,Diego Benaglio,1:2,73',FC Schalke 04,VfL Wolfsburg,2:2 ,2008/2009,0
11,Jefferson Farfán,Rechtsaußen,FC Schalke 04,Gerhard Tremmel,0:2,90',FC Energie Cottbus,FC Schalke 04,0:2 ,2008/2009,0
15,Jefferson Farfán,Rechtsaußen,FC Schalke 04,Jens Lehmann,0:0,16',VfB Stuttgart,FC Schalke 04,2:0 ,2008/2009,0
20,Hans Jörg Butt,Torwart,FC Bayern München,Heinz Müller,0:0,32',FC Bayern München,1.FSV Mainz 05,3:0 ,2009/2010,0
20,Ciprian Marica,Mittelstürmer,VfB Stuttgart,Marc Ziegler,1:0,48',VfB Stuttgart,Borussia Dortmund,4:1 ,2009/2010,0
21,Grafite,Mittelstürmer,VfL Wolfsburg,Hans Jörg Butt,0:3,66',VfL Wolfsburg,FC Bayern München,1:3 ,2009/2010,0
31,Pirmin Schwegler,Defensives Mittelfeld,Eintracht Frankfurt,Jaroslav Drobny,1:1,41',Eintracht Frankfurt,Hertha BSC,2:2 ,2009/2010,0
1,Lincoln,Offensives Mittelfeld,FC Schalke 04,Markus Pröll,1:0,51',FC Schalke 04,Eintracht Frankfurt,1:1 ,2006/2007,0
2,Diego Klimowicz,Mittelstürmer,VfL Wolfsburg,Markus Pröll,0:0,80',Eintracht Frankfurt,VfL Wolfsburg,0:0 ,2006/2007,0
2,Yildiray Bastürk,Offensives Mittelfeld,Hertha BSC,Robert Enke,4:0,87',Hertha BSC,Hannover 96,4:0 ,2006/2007,0
6,Robert Vittek,Mittelstürmer,1.FC Nürnberg,Dimo Wache,1:0,28',1.FC Nürnberg,1.FSV Mainz 05,1:1 ,2006/2007,0
7,Michael Tarnat,Linker Verteidiger,Hannover 96,Markus Pröll,1:0,27',Hannover 96,Eintracht Frankfurt,1:1 ,2006/2007,0
16,Edin Dzeko,Mittelstürmer,VfL Wolfsburg,Jan Rosenthal,2:1,82',VfL Wolfsburg,Hannover 96,2:1 ,2008/2009,0
18,Cícero,Zentrales Mittelfeld,Hertha BSC,Markus Pröll,1:0,33',Hertha BSC,Eintracht Frankfurt,2:1 ,2008/2009,0
20,Artur Wichniarek,Mittelstürmer,Arminia Bielefeld,Frank Rost,1:0,55',Hamburger SV,Arminia Bielefeld,2:0 ,2008/2009,0
21,Sejad Salihovic,Zentrales Mittelfeld,TSG 1899 Hoffenheim,Jens Lehmann,3:3,90',VfB Stuttgart,TSG 1899 Hoffenheim,3:3 ,2008/2009,0
7,Boubacar Sanogo,Mittelstürmer,Hamburger SV,Frank Rost,1:1,49',Hamburger SV,FC Schalke 04,1:2 ,2006/2007,0
7,Antônio da Silva,Offensives Mittelfeld,VfB Stuttgart,Hans Jörg Butt,2:0,62',VfB Stuttgart,Bayer 04 Leverkusen,3:0 ,2006/2007,0
9,Vlad Munteanu,Linkes Mittelfeld,FC Energie Cottbus,Christian Fiedler,0:0,20',FC Energie Cottbus,Hertha BSC,2:0 ,2006/2007,0
9,Claudio Pizarro,Mittelstürmer,FC Bayern München,Oka Nikolov,2:0,44',FC Bayern München,Eintracht Frankfurt,2:0 ,2006/2007,0
1,Vedad Ibisevic,Mittelstürmer,VfB Stuttgart,Diego Benaglio,0:0,88',VfB Stuttgart,VfL Wolfsburg,0:1 ,2012/2013,0
2,Aaron Hunt,Offensives Mittelfeld,SV Werder Bremen,René Adler,0:0,42',SV Werder Bremen,Hamburger SV,2:0 ,2012/2013,0
4,André Schürrle,Linksaußen,Bayer 04 Leverkusen,Marc-André ter Stegen,1:1,70',Bayer 04 Leverkusen,Borussia Mönchengladbach,1:1 ,2012/2013,0
5,Rafael van der Vaart,Offensives Mittelfeld,Hamburger SV,Marc-André ter Stegen,1:2,55',Borussia Mönchengladbach,Hamburger SV,2:2 ,2012/2013,0
12,Stefan Kießling,Mittelstürmer,Bayer 04 Leverkusen,Lars Unnerstall,2:0,81',Bayer 04 Leverkusen,FC Schalke 04,2:0 ,2012/2013,0
14,Klaas-Jan Huntelaar,Mittelstürmer,FC Schalke 04,René Adler,2:0,80',Hamburger SV,FC Schalke 04,3:1 ,2012/2013,0
15,Vedad Ibisevic,Mittelstürmer,VfB Stuttgart,Wolfgang Hesl,0:1,45',SpVgg Greuther Fürth,VfB Stuttgart,0:1 ,2012/2013,0
20,Jakub Blaszczykowski,Offensives Mittelfeld,Borussia Dortmund,Bernd Leno,2:3,70',Bayer 04 Leverkusen,Borussia Dortmund,2:3 ,2012/2013,0
22,Dani Schahin,Mittelstürmer,Fortuna Düsseldorf,Wolfgang Hesl,0:0,3',Fortuna Düsseldorf,SpVgg Greuther Fürth,1:0 ,2012/2013,0
28,David Alaba,Innenverteidiger,FC Bayern München,Oka Nikolov,0:0,27',Eintracht Frankfurt,FC Bayern München,0:1 ,2012/2013,0
11,Marcelinho Paraíba,Offensives Mittelfeld,Hertha BSC,Richard Golz,1:2,62',SC Freiburg,Hertha BSC,1:3 ,2004/2005,0
12,René Rydlewicz,Rechtes Mittelfeld,FC Hansa Rostock,Timo Hildebrand,2:0,44',VfB Stuttgart,FC Hansa Rostock,4:0 ,2004/2005,0
15,Detlev Dammeier,Defensives Mittelfeld,Arminia Bielefeld,Frank Rost,2:1,55',FC Schalke 04,Arminia Bielefeld,2:1 ,2004/2005,0
20,Oliver Neuville,Mittelstürmer,Borussia Mönchengladbach,Richard Golz,3:2,73',Borussia Mönchengladbach,SC Freiburg,3:2 ,2004/2005,0
21,Aílton,Mittelstürmer,FC Schalke 04,Simon Jentzsch,2:0,51',FC Schalke 04,VfL Wolfsburg,3:0 ,2004/2005,0
21,Levan Tskitishvili,Linkes Mittelfeld,SC Freiburg,Robert Enke,0:0,51',SC Freiburg,Hannover 96,0:0 ,2004/2005,0
24,Marek Mintal,Offensives Mittelfeld,1.FC Nürnberg,Roman Weidenfeller,0:1,66',1.FC Nürnberg,Borussia Dortmund,2:2 ,2004/2005,0
33,Stefan Beinlich,Offensives Mittelfeld,Hamburger SV,Robert Enke,0:0,36',Hannover 96,Hamburger SV,2:1 ,2004/2005,0
1,Jörg Böhme,Linkes Mittelfeld,FC Schalke 04,Mathias Schober,2:1,80',FC Schalke 04,FC Hansa Rostock,3:1 ,2001/2002,0
6,Timo Lange,Rechter Verteidiger,FC Hansa Rostock,Tomislav Piplica,0:0,4',FC Hansa Rostock,FC Energie Cottbus,0:0 ,2001/2002,0
7,Mario Basler,Rechtes Mittelfeld,1.FC Kaiserslautern,Gábor Király,2:0,63',1.FC Kaiserslautern,Hertha BSC,4:1 ,2001/2002,0
8,Jan Koller,Mittelstürmer,Borussia Dortmund,Tihomir Bulat,0:2,74',FC St. Pauli,Borussia Dortmund,1:2 ,2001/2002,0
10,Martin Petrov,Linksaußen,VfL Wolfsburg,Martin Pieckenhagen,0:1,81',VfL Wolfsburg,Hamburger SV,0:1 ,2001/2002,0
11,Aílton,Mittelstürmer,SV Werder Bremen,Claus Reitmaier,:,-,SV Werder Bremen,VfL Wolfsburg,1:0 ,2001/2002,0
12,Louis Gomis,Mittelstürmer,1.FC Nürnberg,Claus Reitmaier,3:0,79',VfL Wolfsburg,1.FC Nürnberg,5:0 ,2001/2002,0
13,Harry Koch,Innenverteidiger,1.FC Kaiserslautern,Tihomir Bulat,0:0,24',1.FC Kaiserslautern,FC St. Pauli,5:1 ,2001/2002,0
14,Claudio Pizarro,Mittelstürmer,FC Bayern München,Darius Kampa,0:0,12',FC Bayern München,1.FC Nürnberg,0:0 ,2001/2002,0
16,René Rydlewicz,Rechtes Mittelfeld,FC Hansa Rostock,Jörg Stiel,0:1,72',Borussia Mönchengladbach,FC Hansa Rostock,0:2 ,2001/2002,0
3,Tim Borowski,Zentrales Mittelfeld,SV Werder Bremen,Simon Jentzsch,1:0,55',TSV 1860 München,SV Werder Bremen,3:0 ,2002/2003,0
4,Johan Micoud,Offensives Mittelfeld,SV Werder Bremen,Darius Kampa,1:0,38',SV Werder Bremen,1.FC Nürnberg,4:1 ,2002/2003,0
6,Dusan Petkovic,Innenverteidiger,1.FC Nürnberg,Claus Reitmaier,0:1,68',VfL Wolfsburg,1.FC Nürnberg,0:2 ,2002/2003,0
