matchday,penalty_taker,penalty_taker_position,penalty_taker_club,goalkeeper,score_before_penalty,minute,home_team,away_team,final_score,season,scored
7,Paul Breitner,Zentrales Mittelfeld,FC Bayern München,Wolfgang Kneib,3:1,90',FC Bayern München,Borussia Mönchengladbach,3:1 ,1978/1979,1
8,Heinz Flohe,Offensives Mittelfeld,1.FC Köln,Wolfgang Schreiner,1:2,28',1.FC Köln,MSV Duisburg,3:3 ,1978/1979,1
8,Danilo Popivoda,Rechtes Mittelfeld,Eintracht Braunschweig,Wolfgang Kneib,1:2,44',Borussia Mönchengladbach,Eintracht Braunschweig,2:3 ,1978/1979,1
9,Hannes Bongartz,Zentrales Mittelfeld,1.FC Kaiserslautern,Horst Bertram,0:1,6',Borussia Dortmund,1.FC Kaiserslautern,2:3 ,1978/1979,1
9,Manfred Kaltz,Rechter Verteidiger,Hamburger SV,Manfred Müller,2:0,58',Hamburger SV,1.FC Nürnberg,4:1 ,1978/1979,1
10,Manfred Kaltz,Rechter Verteidiger,Hamburger SV,Wilfried Woyke,0:1,21',Fortuna Düsseldorf,Hamburger SV,0:2 ,1978/1979,1
10,Harald Nickel,Mittelstürmer,Eintracht Braunschweig,Dieter Burdenski,0:1,30',SV Werder Bremen,Eintracht Braunschweig,3:1 ,1978/1979,1
10,Jürgen Röber,Rechtes Mittelfeld,SV Werder Bremen,Bernd Franke,1:1,45',SV Werder Bremen,Eintracht Braunschweig,3:1 ,1978/1979,1
11,Lothar Huber,Rechter Verteidiger,Borussia Dortmund,Wilfried Woyke,1:0,41',Borussia Dortmund,Fortuna Düsseldorf,3:0 ,1978/1979,1
11,Jürgen Grabowski,Rechtsaußen,Eintracht Frankfurt,Dieter Rudolf,2:0,73',Eintracht Frankfurt,SV Darmstadt 98,2:0 ,1978/1979,1
1,Otto Rehhagel,Rechter Verteidiger,1.FC Kaiserslautern,Volkmar Groß,0:1,5',Hertha BSC,1.FC Kaiserslautern,5:3 ,1970/1971,1
1,Lorenz Horr,Sturm,Hertha BSC,Bratislav Djordevic,3:3,68',Hertha BSC,1.FC Kaiserslautern,5:3 ,1970/1971,1
2,Helmut Kremers,Linker Verteidiger,Kickers Offenbach,Günter Bernard,1:0,23',Kickers Offenbach,SV Werder Bremen,2:1 ,1970/1971,1
2,Klaus Zaczyk,Offensives Mittelfeld,Hamburger SV,Wolfgang Kleff,1:2,62',Hamburger SV,Borussia Mönchengladbach,2:2 ,1970/1971,1
3,Klaus Winkler,Abwehr,Kickers Offenbach,Özcan Arkoc,2:2,62',Hamburger SV,Kickers Offenbach,3:2 ,1970/1971,1
5,Reinhold Wosab,Rechter Verteidiger,Borussia Dortmund,Norbert Nigbur,1:1,22',Borussia Dortmund,FC Schalke 04,1:2 ,1970/1971,1
6,Heinz van Haaren,Offensives Mittelfeld,FC Schalke 04,Fred-Werner Bockholt,1:1,25',FC Schalke 04,Rot-Weiss Essen,4:1 ,1970/1971,1
6,Klaus-Dieter Sieloff,Libero,Borussia Mönchengladbach,Sepp Maier,1:1,64',FC Bayern München,Borussia Mönchengladbach,2:2 ,1970/1971,1
6,Werner Biskup,Abwehr,1.FC Köln,Jürgen Rynio,2:2,87',1.FC Köln,Borussia Dortmund,2:2 ,1970/1971,1
7,Klaus-Dieter Sieloff,Libero,Borussia Mönchengladbach,Wolfgang Scheid,3:0,49',Borussia Mönchengladbach,Rot-Weiß Oberhausen,6:0 ,1970/1971,1
6,Frank Ordenewitz,Mittelstürmer,1.FC Köln,Ralf Eilenberger,2:2,71',SG Wattenscheid 09,1.FC Köln,4:2 ,1992/1993,1
7,Olaf Thon,Zentrales Mittelfeld,FC Bayern München,Ralf Eilenberger,1:0,38',FC Bayern München,SG Wattenscheid 09,1:1 ,1992/1993,1
7,Andreas Sassen,Offensives Mittelfeld,KFC Uerdingen 05,Eike Immel,1:2,82',KFC Uerdingen 05,VfB Stuttgart,3:3 ,1992/1993,1
8,Ingo Anderbrügge,Linkes Mittelfeld,FC Schalke 04,Rüdiger Vollborn,4:1,64',Bayer 04 Leverkusen,FC Schalke 04,6:1 ,1992/1993,1
8,Michael Kostner,Libero,1.FC Saarbrücken,René Müller,1:1,83',1.FC Saarbrücken,SG Dynamo Dresden,1:1 ,1992/1993,1
9,Wolfgang Funkel,Innenverteidiger,1.FC Kaiserslautern,Andreas Köpke,1:0,45',1.FC Kaiserslautern,1.FC Nürnberg,2:0 ,1992/1993,1
9,Olaf Thon,Zentrales Mittelfeld,FC Bayern München,Dirk Heyne,1:1,52',FC Bayern München,Borussia Mönchengladbach,2:2 ,1992/1993,1
10,Fritz Walter,Mittelstürmer,VfB Stuttgart,René Müller,1:0,15',VfB Stuttgart,SG Dynamo Dresden,4:0 ,1992/1993,1
10,Manfred Bender,Offensives Mittelfeld,Karlsruher SC,Bernd Dreher,1:0,25',Karlsruher SC,KFC Uerdingen 05,4:0 ,1992/1993,1
11,Frank Ordenewitz,Mittelstürmer,1.FC Köln,Eike Immel,1:0,34',1.FC Köln,VfB Stuttgart,3:1 ,1992/1993,1
1,Georg Volkert,Linksaußen,Hamburger SV,Horst Bertram,3:4,74',Hamburger SV,Borussia Dortmund,3:4 ,1976/1977,1
2,Lothar Huber,Rechter Verteidiger,Borussia Dortmund,Dieter Ferner,2:0,34',Borussia Dortmund,1.FC Saarbrücken,2:1 ,1976/1977,1
2,Jürgen Röber,Rechtes Mittelfeld,SV Werder Bremen,Rudi Kargus,1:1,40',SV Werder Bremen,Hamburger SV,2:2 ,1976/1977,1
2,Ernst Diehl,Libero,1.FC Kaiserslautern,Enver Maric,2:0,52',1.FC Kaiserslautern,FC Schalke 04,2:0 ,1976/1977,1
2,Bernd Hölzenbein,Rechtsaußen,Eintracht Frankfurt,Hubert Birkenmeier,4:0,53',Eintracht Frankfurt,Tennis Borussia Berlin,7:1 ,1976/1977,1
3,Bernard Dietz,Libero,MSV Duisburg,Norbert Nigbur,1:0,19',MSV Duisburg,Hertha BSC,1:1 ,1976/1977,1
3,Dieter Brei,Defensives Mittelfeld,Fortuna Düsseldorf,Hubert Birkenmeier,2:1,35',Tennis Borussia Berlin,Fortuna Düsseldorf,4:2 ,1976/1977,1
4,Detlev Szymanek,Sturm,Hertha BSC,Sepp Maier,1:1,86',Hertha BSC,FC Bayern München,1:1 ,1976/1977,1
5,Rainer Bonhof,Defensives Mittelfeld,Borussia Mönchengladbach,Dieter Burdenski,1:0,24',Borussia Mönchengladbach,SV Werder Bremen,3:1 ,1976/1977,1
5,Manfred Ritschel,Rechtsaußen,1.FC Kaiserslautern,Rudolf Wimmer,1:1,59',Karlsruher SC,1.FC Kaiserslautern,1:1 ,1976/1977,1
1,Hansi Müller,Zentrales Mittelfeld,VfB Stuttgart,Sepp Maier,1:0,17',VfB Stuttgart,FC Bayern München,3:3 ,1977/1978,1
1,Hansi Müller,Zentrales Mittelfeld,VfB Stuttgart,Sepp Maier,3:2,53',VfB Stuttgart,FC Bayern München,3:3 ,1977/1978,1
1,Reinhard Meier,Innenverteidiger,1.FC Kaiserslautern,Bernd Franke,1:1,68',1.FC Kaiserslautern,Eintracht Braunschweig,2:1 ,1977/1978,1
1,Dietmar Demuth,Abwehr,FC St. Pauli,Dieter Burdenski,1:1,80',FC St. Pauli,SV Werder Bremen,3:1 ,1977/1978,1
1,Dietmar Demuth,Abwehr,FC St. Pauli,Dieter Burdenski,2:1,88',FC St. Pauli,SV Werder Bremen,3:1 ,1977/1978,1
2,Gerd Müller,Mittelstürmer,FC Bayern München,Jürgen Rynio,2:0,32',FC Bayern München,FC St. Pauli,4:2 ,1977/1978,1
2,Werner Lorant,Defensives Mittelfeld,1.FC Saarbrücken,Ronnie Hellström,3:3,81',1.FC Saarbrücken,1.FC Kaiserslautern,3:3 ,1977/1978,1
4,Werner Lorant,Defensives Mittelfeld,1.FC Saarbrücken,Jürgen Rynio,2:0,31',1.FC Saarbrücken,FC St. Pauli,4:0 ,1977/1978,1
4,Rainer Bonhof,Defensives Mittelfeld,Borussia Mönchengladbach,Bernhard Hartmann,1:1,70',Borussia Mönchengladbach,TSV 1860 München,2:1 ,1977/1978,1
4,Bernd Gersdorff,Mittelstürmer,Hertha BSC,Gerhard Heinze,2:1,73',Hertha BSC,MSV Duisburg,2:2 ,1977/1978,1
3,Uwe Bracht,Linkes Mittelfeld,SV Werder Bremen,Ronnie Hellström,3:1,82',SV Werder Bremen,1.FC Kaiserslautern,3:1 ,1974/1975,1
4,Hannes Löhr,Linksaußen,1.FC Köln,Sepp Maier,1:3,28',FC Bayern München,1.FC Köln,6:3 ,1974/1975,1
4,Klaus Wunder,Linksaußen,FC Bayern München,Toni Schumacher,2:3,33',FC Bayern München,1.FC Köln,6:3 ,1974/1975,1
4,Hans-Josef Kapellmann,Defensives Mittelfeld,FC Bayern München,Toni Schumacher,4:3,69',FC Bayern München,1.FC Köln,6:3 ,1974/1975,1
5,Karl-Heinz Körbel,Innenverteidiger,Eintracht Frankfurt,Ronnie Hellström,1:0,18',Eintracht Frankfurt,1.FC Kaiserslautern,5:1 ,1974/1975,1
5,Klaus Fischer,Mittelstürmer,FC Schalke 04,Wilfried Woyke,3:0,59',FC Schalke 04,Fortuna Düsseldorf,3:0 ,1974/1975,1
6,Werner Balte,Offensives Mittelfeld,VfL Bochum,Dieter Burdenski,1:0,29',VfL Bochum,SV Werder Bremen,3:1 ,1974/1975,1
6,Georg Volkert,Linksaußen,Hamburger SV,Gerhard Heinze,1:0,75',Hamburger SV,VfB Stuttgart,1:0 ,1974/1975,1
7,Ludwig Bründl,Mittelstürmer,Eintracht Braunschweig,Sepp Maier,2:0,41',Eintracht Braunschweig,FC Bayern München,3:1 ,1974/1975,1
7,Karl-Heinz Körbel,Innenverteidiger,Eintracht Frankfurt,Jürgen Rynio,5:1,51',Eintracht Frankfurt,Rot-Weiss Essen,9:1 ,1974/1975,1
1,Dieter Kurrat,Rechter Verteidiger,Borussia Dortmund,Volker Danner,1:1,62',Borussia Dortmund,Borussia Mönchengladbach,1:3 ,1968/1969,1
2,Gerd Müller,Mittelstürmer,FC Bayern München,Petar Radenkovic,0:3,90',TSV 1860 München,FC Bayern München,0:3 ,1968/1969,1
3,Zvezdan Cebinac,Rechtsaußen,1.FC Nürnberg,Volker Danner,2:0,55',1.FC Nürnberg,Borussia Mönchengladbach,4:0 ,1968/1969,1
3,Gerd Müller,Mittelstürmer,FC Bayern München,Özcan Arkoc,2:0,58',FC Bayern München,Hamburger SV,5:1 ,1968/1969,1
3,Lothar Ulsaß,Mittelstürmer,Eintracht Braunschweig,Gernot Fraydl,2:2,82',Eintracht Braunschweig,Hertha BSC,3:3 ,1968/1969,1
5,Horst-Dieter Höttges,Libero,SV Werder Bremen,Norbert Nigbur,1:1,29',SV Werder Bremen,FC Schalke 04,1:3 ,1968/1969,1
5,Günter Netzer,Offensives Mittelfeld,Borussia Mönchengladbach,Werner Scholz,1:0,42',Borussia Mönchengladbach,Alemannia Aachen,2:2 ,1968/1969,1
6,Jürgen Grabowski,Rechtsaußen,Eintracht Frankfurt,Sepp Maier,1:0,17',Eintracht Frankfurt,FC Bayern München,1:1 ,1968/1969,1
7,Gerd Müller,Mittelstürmer,FC Bayern München,Manfred Manglitz,1:0,11',FC Bayern München,MSV Duisburg,2:2 ,1968/1969,1
7,Erwin Hoffmann,Offensives Mittelfeld,Alemannia Aachen,Bernd Helmschrot,5:1,70',Hannover 96,Alemannia Aachen,5:2 ,1968/1969,1
2,Lothar Kobluhn,Defensives Mittelfeld,Rot-Weiß Oberhausen,Gerhard Welz,3:1,42',1.FC Köln,Rot-Weiß Oberhausen,3:1 ,1972/1973,1
2,Willi Reimann,Mittelstürmer,Hannover 96,Dr. Peter Kunter,1:1,56',Hannover 96,Eintracht Frankfurt,2:1 ,1972/1973,1
3,Jupp Heynckes,Mittelstürmer,Borussia Mönchengladbach,Franz-Josef Pauly,1:0,3',Borussia Mönchengladbach,Hannover 96,3:1 ,1972/1973,1
3,Jürgen Kohle,Mittelfeld,Wuppertaler SV,Werner Scholz,3:0,86',Wuppertaler SV,VfL Bochum,3:0 ,1972/1973,1
3,Dietmar Danner,Linkes Mittelfeld,Borussia Mönchengladbach,Franz-Josef Pauly,3:1,88',Borussia Mönchengladbach,Hannover 96,3:1 ,1972/1973,1
4,Werner Lungwitz,Rechter Verteidiger,Fortuna Düsseldorf,Dr. Peter Kunter,1:0,7',Fortuna Düsseldorf,Eintracht Frankfurt,2:2 ,1972/1973,1
4,Franz Beckenbauer,Libero,FC Bayern München,Horst Wolter,4:0,76',FC Bayern München,Hertha BSC,4:0 ,1972/1973,1
5,Klaus Scheer,Mittelstürmer,FC Schalke 04,Fred-Werner Bockholt,6:1,51',FC Schalke 04,Kickers Offenbach,6:1 ,1972/1973,1
5,Lorenz Horr,Sturm,Hertha BSC,Wolfgang Scheid,3:1,66',Hertha BSC,Rot-Weiß Oberhausen,3:1 ,1972/1973,1
5,Dietmar Danner,Linkes Mittelfeld,Borussia Mönchengladbach,Wilfried Woyke,2:3,74',Borussia Mönchengladbach,Fortuna Düsseldorf,2:3 ,1972/1973,1
5,Dieter Herzog,Linksaußen,Fortuna Düsseldorf,Heinz Blasey,1:4,75',Rot-Weiss Essen,Fortuna Düsseldorf,1:4 ,1973/1974,1
6,Gerd Zewe,Rechter Verteidiger,Fortuna Düsseldorf,Sepp Stabel,2:2,33',Fortuna Düsseldorf,1.FC Kaiserslautern,2:5 ,1973/1974,1
6,Helmut Kremers,Linker Verteidiger,FC Schalke 04,Sepp Maier,4:1,41',FC Schalke 04,FC Bayern München,5:5 ,1973/1974,1
6,Gerd Müller,Mittelstürmer,FC Bayern München,Helmut Pabst,4:2,44',FC Schalke 04,FC Bayern München,5:5 ,1973/1974,1
6,Helmut Kremers,Linker Verteidiger,FC Schalke 04,Sepp Maier,5:2,45',FC Schalke 04,FC Bayern München,5:5 ,1973/1974,1
6,Werner Balte,Offensives Mittelfeld,VfL Bochum,Toni Schumacher,2:1,69',1.FC Köln,VfL Bochum,2:2 ,1973/1974,1
7,Manfred Ritschel,Rechtsaußen,Kickers Offenbach,Dr. Peter Kunter,3:1,45',Kickers Offenbach,Eintracht Frankfurt,5:2 ,1973/1974,1
7,Dieter Bast,Defensives Mittelfeld,Rot-Weiss Essen,Manfred Müller,1:1,49',Rot-Weiss Essen,Wuppertaler SV,2:1 ,1973/1974,1
7,Günter Oleknavicius,Linkes Mittelfeld,SC Fortuna Köln,Helmut Pabst,1:0,55',SC Fortuna Köln,FC Schalke 04,1:1 ,1973/1974,1
8,Willi Reimann,Mittelstürmer,Hannover 96,Sepp Maier,1:0,11',Hannover 96,FC Bayern München,3:1 ,1973/1974,1
1,Gerd Müller,Mittelstürmer,FC Bayern München,Fred-Werner Bockholt,3:0,56',FC Bayern München,Rot-Weiss Essen,4:0 ,1969/1970,1
1,Carl-Heinz Rühl,Sturm,1.FC Köln,Horst Wolter,1:2,72',1.FC Köln,Eintracht Braunschweig,3:2 ,1969/1970,1
3,Bernd Patzke,Innenverteidiger,Hertha BSC,Gerhard Prokop,2:1,88',Hertha BSC,Alemannia Aachen,2:1 ,1969/1970,1
4,Bernd Patzke,Innenverteidiger,Hertha BSC,Fred-Werner Bockholt,3:2,34',Rot-Weiss Essen,Hertha BSC,5:2 ,1969/1970,1
4,Bernd Lehmann,Offensives Mittelfeld,MSV Duisburg,Bernd Helmschrot,1:0,52',MSV Duisburg,Hannover 96,1:0 ,1969/1970,1
7,Günter Netzer,Offensives Mittelfeld,Borussia Mönchengladbach,Horst Wolter,1:0,27',Borussia Mönchengladbach,Eintracht Braunschweig,1:0 ,1969/1970,1
7,Jupp Heynckes,Mittelstürmer,Hannover 96,Gernot Fraydl,2:1,85',Hannover 96,Hertha BSC,2:1 ,1969/1970,1
8,Hans-Josef Hellingrath,Rechter Verteidiger,Hannover 96,Gerhard Heinze,1:1,48',VfB Stuttgart,Hannover 96,2:1 ,1969/1970,1
9,Gerd Müller,Mittelstürmer,FC Bayern München,Petar Radenkovic,2:0,35',FC Bayern München,TSV 1860 München,2:0 ,1969/1970,1
10,Gerd Müller,Mittelstürmer,FC Bayern München,Gerhard Prokop,0:2,26',Alemannia Aachen,FC Bayern München,1:3 ,1969/1970,1
1,Michael Harforth,Offensives Mittelfeld,Karlsruher SC,Bodo Illgner,1:0,11',Karlsruher SC,1.FC Köln,1:1 ,1987/1988,1
2,Olaf Janßen,Defensives Mittelfeld,1.FC Köln,Michael Serr,2:1,87',1.FC Köln,1.FC Kaiserslautern,2:1 ,1987/1988,1
3,Manfred Kaltz,Rechter Verteidiger,Hamburger SV,Ralf Raps,2:1,31',Hamburger SV,Hannover 96,3:3 ,1987/1988,1
4,Siegfried Reich,Mittelstürmer,Hannover 96,Alexander Famulla,1:1,25',Hannover 96,Karlsruher SC,3:2 ,1987/1988,1
6,Paul Breitner,Zentrales Mittelfeld,FC Bayern München,Bernd Franke,0:1,38',Eintracht Braunschweig,FC Bayern München,3:1 ,1981/1982,1
4,Siegfried Reich,Mittelstürmer,Hannover 96,Alexander Famulla,2:2,72',Hannover 96,Karlsruher SC,3:2 ,1987/1988,1
6,Uwe Rahn,Mittelstürmer,Borussia Mönchengladbach,Jean-Marie Pfaff,2:0,45',Borussia Mönchengladbach,FC Bayern München,2:0 ,1987/1988,1
6,Karl Allgöwer,Zentrales Mittelfeld,VfB Stuttgart,Oliver Reck,4:1,83',SV Werder Bremen,VfB Stuttgart,5:1 ,1987/1988,1
6,Jürgen Glowacz,Mittelfeld,Bayer 04 Leverkusen,Rudolf Wimmer,1:2,85',Karlsruher SC,Bayer 04 Leverkusen,1:2 ,1981/1982,1
7,Bodo Mattern,Mittelstürmer,SV Darmstadt 98,Rudolf Wimmer,1:0,9',SV Darmstadt 98,Karlsruher SC,2:6 ,1981/1982,1
7,Hans-Joachim Abel,Mittelstürmer,VfL Bochum,Ulrich Stein,0:0,71',VfL Bochum,Hamburger SV,2:1 ,1981/1982,1
8,Manfred Kaltz,Rechter Verteidiger,Hamburger SV,Wolfgang Schreiner,1:0,13',Hamburger SV,MSV Duisburg,7:0 ,1981/1982,1
8,Hans-Joachim Abel,Mittelstürmer,VfL Bochum,Horst Dreher,0:0,40',Fortuna Düsseldorf,VfL Bochum,2:1 ,1981/1982,1
8,Werner Lorant,Defensives Mittelfeld,Eintracht Frankfurt,Helmut Roleder,2:0,56',Eintracht Frankfurt,VfB Stuttgart,4:1 ,1981/1982,1
6,Frank Ordenewitz,Mittelstürmer,SV Werder Bremen,Eike Immel,5:1,85',SV Werder Bremen,VfB Stuttgart,5:1 ,1987/1988,1
7,Fritz Walter,Mittelstürmer,VfB Stuttgart,Toni Schumacher,2:0,71',VfB Stuttgart,FC Schalke 04,4:0 ,1987/1988,1
10,Manfred Kaltz,Rechter Verteidiger,Hamburger SV,Uwe Kamps,3:2,47',Borussia Mönchengladbach,Hamburger SV,8:2 ,1987/1988,1
8,Jürgen Glowacz,Mittelfeld,Bayer 04 Leverkusen,Armin Reichel,4:2,64',1.FC Kaiserslautern,Bayer 04 Leverkusen,5:2 ,1981/1982,1
8,Manfred Kaltz,Rechter Verteidiger,Hamburger SV,Wolfgang Schreiner,6:0,72',Hamburger SV,MSV Duisburg,7:0 ,1981/1982,1
8,Werner Lorant,Defensives Mittelfeld,Eintracht Frankfurt,Helmut Roleder,3:0,76',Eintracht Frankfurt,VfB Stuttgart,4:1 ,1981/1982,1
7,Ludwig Müller,Libero,Borussia Mönchengladbach,Wolfgang Scheid,4:0,54',Borussia Mönchengladbach,Rot-Weiß Oberhausen,6:0 ,1970/1971,1
8,Helmut Kremers,Linker Verteidiger,Kickers Offenbach,Gerhard Heinze,1:0,23',Kickers Offenbach,VfB Stuttgart,3:3 ,1970/1971,1
8,Hartmut Weiß,Linksaußen,VfB Stuttgart,Karlheinz Volz,3:2,68',Kickers Offenbach,VfB Stuttgart,3:3 ,1970/1971,1
8,Lothar Kobluhn,Defensives Mittelfeld,Rot-Weiß Oberhausen,Özcan Arkoc,8:1,82',Rot-Weiß Oberhausen,Hamburger SV,8:1 ,1970/1971,1
8,Horst Haug,Offensives Mittelfeld,VfB Stuttgart,Karlheinz Volz,3:3,88',Kickers Offenbach,VfB Stuttgart,3:3 ,1970/1971,1
10,Gerd Müller,Mittelstürmer,FC Bayern München,Josef Elting,3:0,76',FC Bayern München,1.FC Kaiserslautern,3:1 ,1970/1971,1
10,Helmut Kremers,Linker Verteidiger,Kickers Offenbach,Volkmar Groß,1:0,85',Kickers Offenbach,Hertha BSC,1:0 ,1970/1971,1
11,Otto Rehhagel,Rechter Verteidiger,1.FC Kaiserslautern,Klaus Witt,3:1,35',1.FC Kaiserslautern,Rot-Weiß Oberhausen,4:1 ,1970/1971,1
12,Lothar Ulsaß,Mittelstürmer,Eintracht Braunschweig,Özcan Arkoc,3:1,56',Eintracht Braunschweig,Hamburger SV,4:1 ,1970/1971,1
13,Klaus Winkler,Abwehr,Kickers Offenbach,Wolfgang Scheid,1:1,45',Rot-Weiß Oberhausen,Kickers Offenbach,2:2 ,1970/1971,1
5,Georg Volkert,Linksaußen,Hamburger SV,Heinz-Josef Koitka,2:0,63',Hamburger SV,Eintracht Frankfurt,3:1 ,1976/1977,1
5,Heinz Traser,Mittelstürmer,1.FC Saarbrücken,Roland Spott,2:1,82',1.FC Saarbrücken,Rot-Weiss Essen,2:1 ,1976/1977,1
6,Heinz Traser,Mittelstürmer,1.FC Saarbrücken,Heinz-Josef Koitka,1:1,41',Eintracht Frankfurt,1.FC Saarbrücken,2:1 ,1976/1977,1
6,Gerd Müller,Mittelstürmer,FC Bayern München,Werner Scholz,4:4,74',VfL Bochum,FC Bayern München,5:6 ,1976/1977,1
8,Benny Wendt,Mittelstürmer,Tennis Borussia Berlin,Rudi Kargus,1:0,57',Tennis Borussia Berlin,Hamburger SV,1:1 ,1976/1977,1
8,Bernard Dietz,Libero,MSV Duisburg,Ulrich Granzow,0:2,61',Rot-Weiss Essen,MSV Duisburg,1:5 ,1976/1977,1
8,Karl-Heinz Granitza,Mittelstürmer,Hertha BSC,Ronnie Hellström,0:2,73',1.FC Kaiserslautern,Hertha BSC,0:2 ,1976/1977,1
9,Bernd Nickel,Offensives Mittelfeld,Eintracht Frankfurt,Gerhard Heinze,2:3,68',MSV Duisburg,Eintracht Frankfurt,4:3 ,1976/1977,1
10,Bernd Nickel,Offensives Mittelfeld,Eintracht Frankfurt,Norbert Nigbur,1:2,40',Eintracht Frankfurt,Hertha BSC,3:3 ,1976/1977,1
10,Horst Hrubesch,Mittelstürmer,Rot-Weiss Essen,Werner Scholz,3:2,52',Rot-Weiss Essen,VfL Bochum,3:3 ,1976/1977,1
4,Hermann Ohlicher,Mittelfeld,VfB Stuttgart,Enver Maric,3:1,89',FC Schalke 04,VfB Stuttgart,3:1 ,1977/1978,1
5,Werner Lorant,Defensives Mittelfeld,1.FC Saarbrücken,Jörg Daniel,0:1,31',Fortuna Düsseldorf,1.FC Saarbrücken,2:1 ,1977/1978,1
5,Bernd Nickel,Offensives Mittelfeld,Eintracht Frankfurt,Wolfgang Kneib,2:1,51',Eintracht Frankfurt,Borussia Mönchengladbach,4:2 ,1977/1978,1
5,Willi Bierofka,Abwehr,TSV 1860 München,Norbert Nigbur,2:2,67',TSV 1860 München,Hertha BSC,2:3 ,1977/1978,1
5,Reinhard Meier,Innenverteidiger,1.FC Kaiserslautern,Horst Bertram,4:0,79',1.FC Kaiserslautern,Borussia Dortmund,4:0 ,1977/1978,1
6,Rainer Bonhof,Defensives Mittelfeld,Borussia Mönchengladbach,Ronnie Hellström,2:1,48',Borussia Mönchengladbach,1.FC Kaiserslautern,2:2 ,1977/1978,1
6,Gerd Müller,Mittelstürmer,FC Bayern München,Werner Scholz,1:1,61',FC Bayern München,VfL Bochum,1:1 ,1977/1978,1
7,Lothar Huber,Rechter Verteidiger,Borussia Dortmund,Jürgen Rynio,0:2,19',FC St. Pauli,Borussia Dortmund,3:6 ,1977/1978,1
7,Klaus Fischer,Mittelstürmer,FC Schalke 04,Toni Schumacher,1:4,70',1.FC Köln,FC Schalke 04,2:4 ,1977/1978,1
7,Georg Volkert,Linksaußen,Hamburger SV,Jörg Daniel,3:1,85',Fortuna Düsseldorf,Hamburger SV,3:1 ,1977/1978,1
1,Dietmar Demuth,Abwehr,Bayer 04 Leverkusen,Walter Junghans,3:1,62',FC Bayern München,Bayer 04 Leverkusen,3:1 ,1979/1980,1
2,Heinz Flohe,Offensives Mittelfeld,TSV 1860 München,Dieter Burdenski,1:1,26',TSV 1860 München,SV Werder Bremen,4:1 ,1979/1980,1
2,Karl-Heinz Handschuh,Mittelstürmer,Eintracht Braunschweig,Gerhard Heinze,2:0,58',Eintracht Braunschweig,MSV Duisburg,2:0 ,1979/1980,1
2,Bernd Schuster,Offensives Mittelfeld,1.FC Köln,Eike Immel,2:1,69',Borussia Dortmund,1.FC Köln,3:1 ,1979/1980,1
2,Vilson Dzoni,Rechter Verteidiger,FC Schalke 04,Walter Junghans,1:1,73',FC Schalke 04,FC Bayern München,1:1 ,1979/1980,1
2,Georg Volkert,Linksaußen,VfB Stuttgart,Ronnie Hellström,3:0,84',VfB Stuttgart,1.FC Kaiserslautern,3:1 ,1979/1980,1
3,Klaus Wunder,Linksaußen,SV Werder Bremen,Eike Immel,2:0,59',SV Werder Bremen,Borussia Dortmund,2:1 ,1979/1980,1
4,Klaus Allofs,Mittelstürmer,Fortuna Düsseldorf,Dieter Burdenski,3:1,27',Fortuna Düsseldorf,SV Werder Bremen,4:1 ,1979/1980,1
4,Heinz Flohe,Offensives Mittelfeld,TSV 1860 München,Reinhard Mager,0:0,41',TSV 1860 München,VfL Bochum,1:0 ,1979/1980,1
5,Dieter Burdenski,Torwart,SV Werder Bremen,Helmut Roleder,2:2,57',SV Werder Bremen,VfB Stuttgart,2:3 ,1979/1980,1
7,Allan Simonsen,Rechtsaußen,Borussia Mönchengladbach,Werner Scholz,0:0,54',Borussia Mönchengladbach,VfL Bochum,3:0 ,1974/1975,1
8,Michael Lameck,Defensives Mittelfeld,VfL Bochum,Dr. Peter Kunter,2:0,45',VfL Bochum,Eintracht Frankfurt,3:1 ,1974/1975,1
8,Willi Lippens,Linksaußen,Rot-Weiss Essen,Hubert Birkenmeier,3:0,65',Rot-Weiss Essen,Tennis Borussia Berlin,3:2 ,1974/1975,1
8,Rainer Geye,Mittelstürmer,Fortuna Düsseldorf,Wolfgang Kleff,3:2,74',Fortuna Düsseldorf,Borussia Mönchengladbach,3:2 ,1974/1975,1
8,Hermann Ohlicher,Mittelfeld,VfB Stuttgart,Manfred Müller,5:1,88',VfB Stuttgart,Wuppertaler SV,5:1 ,1974/1975,1
9,Karl-Heinz Körbel,Innenverteidiger,Eintracht Frankfurt,Wilfried Woyke,1:0,10',Eintracht Frankfurt,Fortuna Düsseldorf,4:0 ,1974/1975,1
9,Rudi Assauer,Abwehr,SV Werder Bremen,Fred-Werner Bockholt,2:0,40',SV Werder Bremen,Kickers Offenbach,3:6 ,1974/1975,1
9,Manfred Ritschel,Rechtsaußen,Kickers Offenbach,Dieter Burdenski,2:2,50',SV Werder Bremen,Kickers Offenbach,3:6 ,1974/1975,1
9,Wolfgang Overath,Offensives Mittelfeld,1.FC Köln,Manfred Müller,1:4,85',Wuppertaler SV,1.FC Köln,1:4 ,1974/1975,1
10,Klaus Fischer,Mittelstürmer,FC Schalke 04,Toni Schumacher,0:1,20',1.FC Köln,FC Schalke 04,4:2 ,1974/1975,1
1,Djordje Pavlic,Mittelstürmer,MSV Duisburg,Bernhard Wessel,1:0,19',MSV Duisburg,Borussia Dortmund,2:2 ,1967/1968,1
